
Netblock	Description	Num IPs
100.20.0.0/14	 Amazon.com, Inc.	262,144
103.136.10.0/24	 Engage Australia Pty Ltd	256
103.143.45.0/24	 MediaMall Technologies, Inc.	256
103.145.182.0/24	 VX GROUP - AWS	256
103.145.192.0/24	 Zeald IP Limited	256
103.147.152.0/24	 SHINE SERVERS LLP	256
103.147.71.0/24	 Telzio, Inc.	256
103.211.172.0/24	 Sportsbet Pty Ltd	256
103.229.8.0/24	 Quantcast Corporation	256
103.246.148.0/23	 Amazon.com, Inc.	512
103.246.150.0/23	 Amazon.com, Inc.	512
103.43.38.0/23	 Naoum IT Pty Ltd	512
103.4.8.0/21	 Amazon Data Services Japan KK	2,048
103.70.20.0/22	 6 Temasek Boulevard	1,024
103.8.172.0/22	 Amazon Corporate Services	1,024
103.85.213.0/24	 Route Mobile PTE Ltd	256
104.171.198.0/24	 Lumin Digital, LLC	256
104.192.137.0/24	 Atlassian Network Services, Inc.	256
104.192.140.0/24	 Atlassian Network Services, Inc.	256
104.192.141.0/24	 Atlassian Network Services, Inc.	256
104.192.143.0/24	 Atlassian Network Services, Inc.	256
104.193.186.0/24	 Snapchat, Inc	256
104.193.205.0/24	 APEX INDUSTRIAL TECHNOLOGIES LLC	256
104.193.207.0/24	 APEX INDUSTRIAL TECHNOLOGIES LLC	256
104.232.45.0/24	 DuoCircle	256
104.238.245.0/24	 Blue Jeans Network, Inc.	256
104.238.247.0/24	 Blue Jeans Network, Inc.	256
104.255.57.0/24	 Amazon.com, Inc.	256
104.255.58.0/24	 Amazon.com, Inc.	256
104.255.59.0/24	 Amazon.com, Inc.	256
104.36.33.0/24	 3Cinteractive	256
107.161.32.0/24	 PRETECS NETWORKS INC.	256
107.161.40.0/24	 PRETECS NETWORKS INC.	256
107.161.41.0/24	 PRETECS NETWORKS INC.	256
108.128.0.0/13	 Amazon Data Services Ireland Limited	524,288
108.175.52.0/24	 Amazon.com, Inc.	256
108.175.53.0/24	 Amazon.com, Inc.	256
108.175.54.0/24	 Amazon.com, Inc.	256
109.95.191.0/24	 Appstal Limited	256
122.248.192.0/18	 Amazon Asia-Pacific Resources Private Limited	16,384
122.252.145.0/24	 Emersion Network for application servers	256
122.252.146.0/24	 Emersion Network for application servers	256
122.252.147.0/24	 Emersion Network for application servers	256
122.252.148.0/22	 Emersion Network for application servers	1,024
129.33.243.0/24	 Acoustic, L.P.	256
129.41.167.0/24	 Acoustic, L.P.	256
129.41.174.0/24	 Acoustic, L.P.	256
129.41.175.0/24	 Acoustic, L.P.	256
129.41.222.0/24	 Acoustic, L.P.	256
129.41.76.0/23	 Acoustic, L.P.	512
129.41.88.0/23	 Acoustic, L.P.	512
130.137.112.0/24	 Amazon Technologies Inc.	256
130.137.178.0/24	 Amazon Technologies Inc.	256
130.137.20.0/24	 Amazon Technologies Inc.	256
130.137.78.0/24	 Amazon Technologies Inc.	256
130.137.81.0/24	 Amazon Technologies Inc.	256
130.137.86.0/24	 Amazon Technologies Inc.	256
130.176.0.0/24	 Amazon.com, Inc.	256
130.176.100.0/24	 Amazon.com, Inc.	256
130.176.10.0/24	 Amazon.com, Inc.	256
130.176.102.0/23	 Amazon.com, Inc.	512
130.176.1.0/24	 Amazon.com, Inc.	256
130.176.105.0/24	 Amazon.com, Inc.	256
130.176.106.0/24	 Amazon.com, Inc.	256
130.176.11.0/24	 Amazon.com, Inc.	256
130.176.125.0/24	 Amazon.com, Inc.	256
130.176.13.0/24	 Amazon.com, Inc.	256
130.176.131.0/24	 Amazon.com, Inc.	256
130.176.133.0/24	 Amazon.com, Inc.	256
130.176.134.0/24	 Amazon.com, Inc.	256
130.176.136.0/24	 Amazon.com, Inc.	256
130.176.137.0/24	 Amazon.com, Inc.	256
130.176.140.0/23	 Amazon.com, Inc.	512
130.176.14.0/24	 Amazon.com, Inc.	256
130.176.142.0/24	 Amazon.com, Inc.	256
130.176.16.0/24	 Amazon.com, Inc.	256
130.176.17.0/24	 Amazon.com, Inc.	256
130.176.20.0/24	 Amazon.com, Inc.	256
130.176.2.0/24	 Amazon.com, Inc.	256
130.176.25.0/24	 Amazon.com, Inc.	256
130.176.27.0/24	 Amazon.com, Inc.	256
130.176.28.0/24	 Amazon.com, Inc.	256
130.176.29.0/24	 Amazon.com, Inc.	256
130.176.30.0/24	 Amazon.com, Inc.	256
130.176.3.0/24	 Amazon.com, Inc.	256
130.176.31.0/24	 Amazon.com, Inc.	256
130.176.32.0/24	 Amazon.com, Inc.	256
130.176.33.0/24	 Amazon.com, Inc.	256
130.176.34.0/24	 Amazon.com, Inc.	256
130.176.36.0/24	 Amazon.com, Inc.	256
130.176.39.0/24	 Amazon.com, Inc.	256
130.176.40.0/24	 Amazon.com, Inc.	256
130.176.4.0/24	 Amazon.com, Inc.	256
130.176.43.0/24	 Amazon.com, Inc.	256
130.176.48.0/24	 Amazon.com, Inc.	256
130.176.50.0/24	 Amazon.com, Inc.	256
130.176.5.0/24	 Amazon.com, Inc.	256
130.176.54.0/24	 Amazon.com, Inc.	256
130.176.55.0/24	 Amazon.com, Inc.	256
130.176.6.0/24	 Amazon.com, Inc.	256
130.176.65.0/24	 Amazon.com, Inc.	256
130.176.66.0/24	 Amazon.com, Inc.	256
130.176.67.0/24	 Amazon.com, Inc.	256
130.176.7.0/24	 Amazon.com, Inc.	256
130.176.71.0/24	 Amazon.com, Inc.	256
130.176.75.0/24	 Amazon.com, Inc.	256
130.176.76.0/24	 Amazon.com, Inc.	256
130.176.77.0/24	 Amazon.com, Inc.	256
130.176.78.0/23	 Amazon.com, Inc.	512
130.176.80.0/23	 Amazon.com, Inc.	512
130.176.82.0/23	 Amazon.com, Inc.	512
130.176.84.0/24	 Amazon.com, Inc.	256
130.176.85.0/24	 Amazon.com, Inc.	256
130.176.86.0/24	 Amazon.com, Inc.	256
130.176.87.0/24	 Amazon.com, Inc.	256
130.176.88.0/24	 Amazon.com, Inc.	256
130.176.89.0/24	 Amazon.com, Inc.	256
130.176.90.0/24	 Amazon.com, Inc.	256
130.176.9.0/24	 Amazon.com, Inc.	256
130.176.92.0/24	 Amazon.com, Inc.	256
130.176.93.0/24	 Amazon.com, Inc.	256
130.176.96.0/24	 Amazon.com, Inc.	256
130.176.97.0/24	 Amazon.com, Inc.	256
130.176.98.0/24	 Amazon.com, Inc.	256
130.176.99.0/24	 Amazon.com, Inc.	256
13.112.0.0/14	 Amazon Data Services Japan	262,144
131.232.37.0/24	 Athabasca University	256
13.124.0.0/16	 AWS Asia Pacific (Seoul) Region	65,536
13.125.0.0/16	 AWS Asia Pacific (Seoul) Region	65,536
13.126.0.0/15	 Amazon Data Services India	131,072
13.208.0.0/16	 Amazon Data Services Osaka	65,536
13.209.0.0/16	 AWS Asia Pacific (Seoul) Region	65,536
13.210.0.0/15	 Amazon Corporate Services Pty Ltd	131,072
13.212.0.0/15	 Amazon Data Services Singapore	131,072
13.224.0.0/24	 Amazon.com, Inc.	256
13.224.105.0/24	 Amazon.com, Inc.	256
13.224.106.0/23	 Amazon.com, Inc.	512
13.224.108.0/22	 Amazon.com, Inc.	1,024
13.224.112.0/21	 Amazon.com, Inc.	2,048
13.224.121.0/24	 Amazon.com, Inc.	256
13.224.122.0/23	 Amazon.com, Inc.	512
13.224.124.0/22	 Amazon.com, Inc.	1,024
13.224.128.0/21	 Amazon.com, Inc.	2,048
13.224.137.0/24	 Amazon.com, Inc.	256
13.224.138.0/23	 Amazon.com, Inc.	512
13.224.140.0/22	 Amazon.com, Inc.	1,024
13.224.144.0/21	 Amazon.com, Inc.	2,048
13.224.153.0/24	 Amazon.com, Inc.	256
13.224.154.0/23	 Amazon.com, Inc.	512
13.224.156.0/22	 Amazon.com, Inc.	1,024
13.224.160.0/21	 Amazon.com, Inc.	2,048
13.224.16.0/21	 Amazon.com, Inc.	2,048
13.224.169.0/24	 Amazon.com, Inc.	256
13.224.170.0/23	 Amazon.com, Inc.	512
13.224.172.0/22	 Amazon.com, Inc.	1,024
13.224.176.0/21	 Amazon.com, Inc.	2,048
13.224.185.0/24	 Amazon.com, Inc.	256
13.224.186.0/23	 Amazon.com, Inc.	512
13.224.188.0/22	 Amazon.com, Inc.	1,024
13.224.192.0/21	 Amazon.com, Inc.	2,048
13.224.201.0/24	 Amazon.com, Inc.	256
13.224.202.0/23	 Amazon.com, Inc.	512
13.224.2.0/23	 Amazon.com, Inc.	512
13.224.204.0/22	 Amazon.com, Inc.	1,024
13.224.208.0/21	 Amazon.com, Inc.	2,048
13.224.217.0/24	 Amazon.com, Inc.	256
13.224.218.0/23	 Amazon.com, Inc.	512
13.224.220.0/22	 Amazon.com, Inc.	1,024
13.224.224.0/21	 Amazon.com, Inc.	2,048
13.224.233.0/24	 Amazon.com, Inc.	256
13.224.234.0/23	 Amazon.com, Inc.	512
13.224.236.0/22	 Amazon.com, Inc.	1,024
13.224.240.0/21	 Amazon.com, Inc.	2,048
13.224.249.0/24	 Amazon.com, Inc.	256
13.224.250.0/23	 Amazon.com, Inc.	512
13.224.25.0/24	 Amazon.com, Inc.	256
13.224.252.0/22	 Amazon.com, Inc.	1,024
13.224.26.0/23	 Amazon.com, Inc.	512
13.224.28.0/22	 Amazon.com, Inc.	1,024
13.224.32.0/21	 Amazon.com, Inc.	2,048
13.224.4.0/22	 Amazon.com, Inc.	1,024
13.224.41.0/24	 Amazon.com, Inc.	256
13.224.42.0/23	 Amazon.com, Inc.	512
13.224.44.0/22	 Amazon.com, Inc.	1,024
13.224.48.0/21	 Amazon.com, Inc.	2,048
13.224.57.0/24	 Amazon.com, Inc.	256
13.224.58.0/23	 Amazon.com, Inc.	512
13.224.60.0/22	 Amazon.com, Inc.	1,024
13.224.64.0/21	 Amazon.com, Inc.	2,048
13.224.73.0/24	 Amazon.com, Inc.	256
13.224.74.0/23	 Amazon.com, Inc.	512
13.224.76.0/22	 Amazon.com, Inc.	1,024
13.224.80.0/21	 Amazon.com, Inc.	2,048
13.224.8.0/21	 Amazon.com, Inc.	2,048
13.224.89.0/24	 Amazon.com, Inc.	256
13.224.90.0/23	 Amazon.com, Inc.	512
13.224.92.0/22	 Amazon.com, Inc.	1,024
13.224.96.0/21	 Amazon.com, Inc.	2,048
13.225.0.0/21	 Amazon.com, Inc.	2,048
13.225.10.0/23	 Amazon.com, Inc.	512
13.225.105.0/24	 Amazon.com, Inc.	256
13.225.106.0/23	 Amazon.com, Inc.	512
13.225.108.0/22	 Amazon.com, Inc.	1,024
13.225.112.0/21	 Amazon.com, Inc.	2,048
13.225.12.0/22	 Amazon.com, Inc.	1,024
13.225.121.0/24	 Amazon.com, Inc.	256
13.225.122.0/23	 Amazon.com, Inc.	512
13.225.124.0/22	 Amazon.com, Inc.	1,024
13.225.128.0/21	 Amazon.com, Inc.	2,048
13.225.137.0/24	 Amazon.com, Inc.	256
13.225.138.0/23	 Amazon.com, Inc.	512
13.225.140.0/22	 Amazon.com, Inc.	1,024
13.225.144.0/21	 Amazon.com, Inc.	2,048
13.225.153.0/24	 Amazon.com, Inc.	256
13.225.154.0/23	 Amazon.com, Inc.	512
13.225.156.0/22	 Amazon.com, Inc.	1,024
13.225.160.0/22	 Amazon.com, Inc.	1,024
13.225.16.0/21	 Amazon.com, Inc.	2,048
13.225.164.0/23	 Amazon.com, Inc.	512
13.225.167.0/24	 Amazon.com, Inc.	256
13.225.169.0/24	 Amazon.com, Inc.	256
13.225.170.0/23	 Amazon.com, Inc.	512
13.225.172.0/22	 Amazon.com, Inc.	1,024
13.225.176.0/21	 Amazon.com, Inc.	2,048
13.225.185.0/24	 Amazon.com, Inc.	256
13.225.186.0/23	 Amazon.com, Inc.	512
13.225.188.0/23	 Amazon.com, Inc.	512
13.225.191.0/24	 Amazon.com, Inc.	256
13.225.192.0/21	 Amazon.com, Inc.	2,048
13.225.201.0/24	 Amazon.com, Inc.	256
13.225.202.0/23	 Amazon.com, Inc.	512
13.225.204.0/22	 Amazon.com, Inc.	1,024
13.225.208.0/21	 Amazon.com, Inc.	2,048
13.225.217.0/24	 Amazon.com, Inc.	256
13.225.218.0/23	 Amazon.com, Inc.	512
13.225.220.0/22	 Amazon.com, Inc.	1,024
13.225.224.0/21	 Amazon.com, Inc.	2,048
13.225.233.0/24	 Amazon.com, Inc.	256
13.225.234.0/23	 Amazon.com, Inc.	512
13.225.236.0/22	 Amazon.com, Inc.	1,024
13.225.240.0/21	 Amazon.com, Inc.	2,048
13.225.249.0/24	 Amazon.com, Inc.	256
13.225.250.0/23	 Amazon.com, Inc.	512
13.225.25.0/24	 Amazon.com, Inc.	256
13.225.252.0/22	 Amazon.com, Inc.	1,024
13.225.26.0/23	 Amazon.com, Inc.	512
13.225.28.0/22	 Amazon.com, Inc.	1,024
13.225.32.0/21	 Amazon.com, Inc.	2,048
13.225.41.0/24	 Amazon.com, Inc.	256
13.225.42.0/23	 Amazon.com, Inc.	512
13.225.44.0/22	 Amazon.com, Inc.	1,024
13.225.48.0/21	 Amazon.com, Inc.	2,048
13.225.57.0/24	 Amazon.com, Inc.	256
13.225.58.0/23	 Amazon.com, Inc.	512
13.225.60.0/22	 Amazon.com, Inc.	1,024
13.225.64.0/21	 Amazon.com, Inc.	2,048
13.225.73.0/24	 Amazon.com, Inc.	256
13.225.74.0/23	 Amazon.com, Inc.	512
13.225.76.0/22	 Amazon.com, Inc.	1,024
13.225.80.0/21	 Amazon.com, Inc.	2,048
13.225.89.0/24	 Amazon.com, Inc.	256
13.225.90.0/23	 Amazon.com, Inc.	512
13.225.9.0/24	 Amazon.com, Inc.	256
